orders,productid,discounts,views_per_hour_prev_day,online_adv_prev_day,rain,temperature,day
5,35,0.24,721,10,0,16.28,2018-08-28
22,36,0.17,720,2,0,16.28,2018-08-28
17,37,0.16,375,6,0,16.28,2018-08-28
38,38,0.14,332,8,0,16.28,2018-08-28
28,39,0.16,537,5,0,16.28,2018-08-28
20,40,0.14,213,1,0,16.28,2018-08-28
5,41,0.18,850,10,0,16.28,2018-08-28
22,42,0.22,390,3,0,16.28,2018-08-28
17,43,0.14,158,3,0,16.28,2018-08-28
3,44,0.14,462,1,0,16.28,2018-08-28
28,45,0.11,876,8,0,16.28,2018-08-28
4,46,0.16,969,7,0,16.28,2018-08-28
21,47,0.18,538,5,0,16.28,2018-08-28
9,48,0.13,464,3,0,16.28,2018-08-28
9,49,0.17,285,1,0,16.28,2018-08-28
13,50,0.16,647,1,0,16.28,2018-08-28
3,51,0.13,708,9,0,16.28,2018-08-28
5,52,0.19,79,10,0,16.28,2018-08-28
75,53,0.14,162,6,0,16.28,2018-08-28
24,54,0.15,319,9,0,16.28,2018-08-28
20,55,0.15,847,10,0,16.28,2018-08-28
14,56,0.15,899,9,0,16.28,2018-08-28
16,57,0.23,559,5,0,16.28,2018-08-28
38,58,0.2,230,9,0,16.28,2018-08-28
24,59,0.21,818,9,0,16.28,2018-08-28
20,60,0.12,861,10,0,16.28,2018-08-28
9,61,0.19,78,9,0,16.28,2018-08-28
12,62,0.15,216,10,0,16.28,2018-08-28
38,63,0.14,480,5,0,16.28,2018-08-28
3,64,0.15,463,6,0,16.28,2018-08-28
26,65,0.18,426,4,0,16.28,2018-08-28
6,66,0.16,816,3,0,16.28,2018-08-28
5,67,0.13,237,6,0,16.28,2018-08-28
22,68,0.08,183,9,0,16.28,2018-08-28
5,69,0.16,771,4,0,16.28,2018-08-28
12,70,0.18,952,1,0,16.28,2018-08-28
8,71,0.12,1011,5,0,16.28,2018-08-28
7,72,0.13,69,10,0,16.28,2018-08-28
15,73,0.17,274,5,0,16.28,2018-08-28
24,74,0.19,562,3,0,16.28,2018-08-28
3,75,0.17,501,10,0,16.28,2018-08-28
30,76,0.19,96,5,0,16.28,2018-08-28
32,77,0.2,921,4,0,16.28,2018-08-28
19,78,0.1,902,8,0,16.28,2018-08-28
30,79,0.19,633,1,0,16.28,2018-08-28
31,80,0.13,161,4,0,16.28,2018-08-28
13,81,0.13,154,9,0,16.28,2018-08-28
4,82,0.13,343,7,0,16.28,2018-08-28
53,83,0.13,102,9,0,16.28,2018-08-28
39,84,0.14,266,10,0,16.28,2018-08-28
6,85,0.17,484,4,0,16.28,2018-08-28
3,86,0.18,228,4,0,16.28,2018-08-28
18,87,0.13,551,7,0,16.28,2018-08-28
20,88,0.16,453,7,0,16.28,2018-08-28
21,89,0.17,298,10,0,16.28,2018-08-28
16,90,0.12,640,2,0,16.28,2018-08-28
21,91,0.19,244,2,0,16.28,2018-08-28
9,92,0.12,706,4,0,16.28,2018-08-28
16,93,0.1,559,1,0,16.28,2018-08-28
9,94,0.11,345,9,0,16.28,2018-08-28
24,95,0.13,366,7,0,16.28,2018-08-28
16,96,0.14,489,5,0,16.28,2018-08-28
16,97,0.16,920,2,0,16.28,2018-08-28
14,98,0.13,318,1,0,16.28,2018-08-28
18,99,0.11,694,5,0,16.28,2018-08-28
9,100,0.1,488,8,0,16.28,2018-08-28
23,1,0.17,948,4,0,7.73,2018-08-29
23,2,0.18,924,1,0,7.73,2018-08-29
33,3,0.16,499,10,0,7.73,2018-08-29
5,4,0.18,391,4,0,7.73,2018-08-29
30,5,0.13,421,6,0,7.73,2018-08-29
25,6,0.11,923,5,0,7.73,2018-08-29
53,7,0.2,722,4,0,7.73,2018-08-29
13,8,0.17,50,6,0,7.73,2018-08-29
12,9,0.16,969,8,0,7.73,2018-08-29
23,10,0.19,424,2,0,7.73,2018-08-29
13,11,0.17,893,9,0,7.73,2018-08-29
1,12,0.12,670,9,0,7.73,2018-08-29
27,13,0.25,963,2,0,7.73,2018-08-29
23,14,0.13,161,1,0,7.73,2018-08-29
7,15,0.22,182,2,0,7.73,2018-08-29
29,16,0.21,854,6,0,7.73,2018-08-29
6,17,0.14,329,10,0,7.73,2018-08-29
21,18,0.13,121,2,0,7.73,2018-08-29
8,19,0.16,614,4,0,7.73,2018-08-29
16,20,0.09,297,1,0,7.73,2018-08-29
18,21,0.13,740,7,0,7.73,2018-08-29
32,22,0.11,481,1,0,7.73,2018-08-29
22,23,0.14,99,1,0,7.73,2018-08-29
16,24,0.15,345,3,0,7.73,2018-08-29
9,25,0.13,374,10,0,7.73,2018-08-29
21,26,0.09,148,6,0,7.73,2018-08-29
26,27,0.17,809,7,0,7.73,2018-08-29
19,28,0.15,232,7,0,7.73,2018-08-29
4,29,0.19,718,1,0,7.73,2018-08-29
15,30,0.12,684,2,0,7.73,2018-08-29
24,31,0.18,834,5,0,7.73,2018-08-29
16,32,0.21,289,1,0,7.73,2018-08-29
12,33,0.18,802,3,0,7.73,2018-08-29
18,34,0.15,188,1,0,7.73,2018-08-29
12,35,0.13,780,9,0,7.73,2018-08-29
15,36,0.2,683,8,0,7.73,2018-08-29
19,37,0.17,361,8,0,7.73,2018-08-29
32,38,0.18,340,10,0,7.73,2018-08-29
24,39,0.13,505,4,0,7.73,2018-08-29
27,40,0.11,196,4,0,7.73,2018-08-29
7,41,0.17,825,1,0,7.73,2018-08-29
26,42,0.17,330,2,0,7.73,2018-08-29
10,43,0.14,187,2,0,7.73,2018-08-29
7,44,0.19,501,9,0,7.73,2018-08-29
26,45,0.16,917,2,0,7.73,2018-08-29
2,46,0.15,924,5,0,7.73,2018-08-29
26,47,0.08,539,6,0,7.73,2018-08-29
12,48,0.19,495,10,0,7.73,2018-08-29
11,49,0.1,302,4,0,7.73,2018-08-29
9,50,0.15,609,3,0,7.73,2018-08-29
6,51,0.06,662,10,0,7.73,2018-08-29
4,52,0.2,80,5,0,7.73,2018-08-29
73,53,0.12,154,1,0,7.73,2018-08-29
20,54,0.14,332,1,0,7.73,2018-08-29
29,55,0.18,942,7,0,7.73,2018-08-29
14,56,0.12,882,6,0,7.73,2018-08-29
13,57,0.2,584,6,0,7.73,2018-08-29
41,58,0.06,203,3,0,7.73,2018-08-29
24,59,0.19,836,5,0,7.73,2018-08-29
15,60,0.18,845,9,0,7.73,2018-08-29
7,61,0.2,74,3,0,7.73,2018-08-29
14,62,0.14,222,3,0,7.73,2018-08-29
25,63,0.18,514,9,0,7.73,2018-08-29
5,64,0.17,500,8,0,7.73,2018-08-29
12,65,0.19,517,5,0,7.73,2018-08-29
9,66,0.18,867,2,0,7.73,2018-08-29
3,67,0.16,264,7,0,7.73,2018-08-29
17,68,0.16,185,5,0,7.73,2018-08-29
7,69,0.2,762,6,0,7.73,2018-08-29
12,70,0.18,954,5,0,7.73,2018-08-29
16,71,0.17,1011,10,0,7.73,2018-08-29
9,72,0.13,60,7,0,7.73,2018-08-29
12,73,0.16,289,9,0,7.73,2018-08-29
29,74,0.12,557,3,0,7.73,2018-08-29
2,75,0.16,478,6,0,7.73,2018-08-29
26,76,0.15,93,4,0,7.73,2018-08-29
20,77,0.17,968,4,0,7.73,2018-08-29
18,78,0.16,951,5,0,7.73,2018-08-29
15,79,0.11,695,9,0,7.73,2018-08-29
24,80,0.21,143,5,0,7.73,2018-08-29
13,81,0.14,156,7,0,7.73,2018-08-29
2,82,0.16,331,4,0,7.73,2018-08-29
44,83,0.19,126,9,0,7.73,2018-08-29
41,84,0.18,269,6,0,7.73,2018-08-29
6,85,0.17,472,8,0,7.73,2018-08-29
5,86,0.16,199,7,0,7.73,2018-08-29
12,87,0.19,506,1,0,7.73,2018-08-29
20,88,0.16,460,4,0,7.73,2018-08-29
28,89,0.21,293,1,0,7.73,2018-08-29
11,90,0.14,569,8,0,7.73,2018-08-29
15,91,0.2,205,2,0,7.73,2018-08-29
8,92,0.13,669,4,0,7.73,2018-08-29
19,93,0.07,548,1,0,7.73,2018-08-29
6,94,0.24,332,7,0,7.73,2018-08-29
33,95,0.16,359,6,0,7.73,2018-08-29
10,96,0.1,475,9,0,7.73,2018-08-29
18,97,0.2,917,4,0,7.73,2018-08-29
14,98,0.15,295,7,0,7.73,2018-08-29
21,99,0.16,707,8,0,7.73,2018-08-29
14,100,0.13,490,9,0,7.73,2018-08-29
22,1,0.23,963,3,0,18.3,2018-08-30
20,2,0.15,936,6,0,18.3,2018-08-30
40,3,0.14,475,5,0,18.3,2018-08-30
6,4,0.16,375,8,0,18.3,2018-08-30
32,5,0.16,409,9,0,18.3,2018-08-30
30,6,0.14,963,8,0,18.3,2018-08-30
54,7,0.15,730,7,0,18.3,2018-08-30
11,8,0.19,52,10,0,18.3,2018-08-30
15,9,0.15,1000,8,0,18.3,2018-08-30
23,10,0.17,431,5,0,18.3,2018-08-30
12,11,0.17,910,8,0,18.3,2018-08-30
9,12,0.16,660,3,0,18.3,2018-08-30
28,13,0.16,977,3,0,18.3,2018-08-30
13,14,0.13,193,4,0,18.3,2018-08-30
20,15,0.14,158,7,0,18.3,2018-08-30
30,16,0.12,786,7,0,18.3,2018-08-30
8,17,0.13,342,3,0,18.3,2018-08-30
31,18,0.12,104,10,0,18.3,2018-08-30
11,19,0.19,652,10,0,18.3,2018-08-30
5,20,0.17,253,6,0,18.3,2018-08-30
21,21,0.09,762,10,0,18.3,2018-08-30
22,22,0.15,458,5,0,18.3,2018-08-30
19,23,0.22,75,4,0,18.3,2018-08-30
16,24,0.12,380,5,0,18.3,2018-08-30
7,25,0.17,377,4,0,18.3,2018-08-30
9,26,0.19,147,1,0,18.3,2018-08-30
28,27,0.18,849,9,0,18.3,2018-08-30
23,28,0.2,204,3,0,18.3,2018-08-30
5,29,0.22,712,6,0,18.3,2018-08-30
17,30,0.17,671,2,0,18.3,2018-08-30
14,31,0.23,889,8,0,18.3,2018-08-30
15,32,0.19,279,4,0,18.3,2018-08-30
13,33,0.18,846,2,0,18.3,2018-08-30
23,34,0.17,186,6,0,18.3,2018-08-30
14,35,0.1,792,2,0,18.3,2018-08-30
9,36,0.17,644,6,0,18.3,2018-08-30
22,37,0.19,319,3,0,18.3,2018-08-30
36,38,0.15,336,8,0,18.3,2018-08-30
26,39,0.14,524,1,0,18.3,2018-08-30
17,40,0.13,227,8,0,18.3,2018-08-30
6,41,0.14,818,2,0,18.3,2018-08-30
16,42,0.19,408,9,0,18.3,2018-08-30
8,43,0.16,195,5,0,18.3,2018-08-30
7,44,0.24,485,4,0,18.3,2018-08-30
28,45,0.15,906,3,0,18.3,2018-08-30
5,46,0.19,983,6,0,18.3,2018-08-30
23,47,0.14,530,1,0,18.3,2018-08-30
11,48,0.21,488,5,0,18.3,2018-08-30
13,49,0.18,234,10,0,18.3,2018-08-30
8,50,0.13,584,1,0,18.3,2018-08-30
6,51,0.14,612,4,0,18.3,2018-08-30
5,52,0.15,84,2,0,18.3,2018-08-30
78,53,0.17,178,2,0,18.3,2018-08-30
19,54,0.17,327,7,0,18.3,2018-08-30
23,55,0.2,872,10,0,18.3,2018-08-30
12,56,0.13,834,3,0,18.3,2018-08-30
5,57,0.13,537,9,0,18.3,2018-08-30
38,58,0.14,187,5,0,18.3,2018-08-30
32,59,0.16,880,9,0,18.3,2018-08-30
22,60,0.17,905,1,0,18.3,2018-08-30
10,61,0.16,73,9,0,18.3,2018-08-30
13,62,0.15,224,8,0,18.3,2018-08-30
32,63,0.13,523,3,0,18.3,2018-08-30
5,64,0.12,522,1,0,18.3,2018-08-30
21,65,0.14,477,2,0,18.3,2018-08-30
6,66,0.17,807,7,0,18.3,2018-08-30
3,67,0.17,261,3,0,18.3,2018-08-30
22,68,0.13,189,8,0,18.3,2018-08-30
5,69,0.16,765,4,0,18.3,2018-08-30
13,70,0.19,963,8,0,18.3,2018-08-30
19,71,0.17,963,3,0,18.3,2018-08-30
4,72,0.14,83,9,0,18.3,2018-08-30
14,73,0.14,284,9,0,18.3,2018-08-30
32,74,0.09,565,3,0,18.3,2018-08-30
3,75,0.17,495,5,0,18.3,2018-08-30
33,76,0.18,81,7,0,18.3,2018-08-30
20,77,0.18,969,8,0,18.3,2018-08-30
23,78,0.16,930,5,0,18.3,2018-08-30
19,79,0.12,658,7,0,18.3,2018-08-30
19,80,0.23,136,9,0,18.3,2018-08-30
11,81,0.14,165,7,0,18.3,2018-08-30
1,82,0.18,303,6,0,18.3,2018-08-30
44,83,0.19,108,1,0,18.3,2018-08-30
37,84,0.15,271,7,0,18.3,2018-08-30
6,85,0.16,474,5,0,18.3,2018-08-30
5,86,0.14,203,10,0,18.3,2018-08-30
11,87,0.19,480,3,0,18.3,2018-08-30
21,88,0.15,477,7,0,18.3,2018-08-30
4,89,0.21,348,5,0,18.3,2018-08-30
10,90,0.18,591,8,0,18.3,2018-08-30
18,91,0.17,233,10,0,18.3,2018-08-30
11,92,0.17,723,9,0,18.3,2018-08-30
14,93,0.15,549,7,0,18.3,2018-08-30
7,94,0.1,364,10,0,18.3,2018-08-30
31,95,0.16,365,9,0,18.3,2018-08-30
14,96,0.12,497,9,0,18.3,2018-08-30
21,97,0.25,938,1,0,18.3,2018-08-30
16,98,0.16,313,4,0,18.3,2018-08-30
16,99,0.09,694,6,0,18.3,2018-08-30
20,100,0.19,502,5,0,18.3,2018-08-30
25,1,0.12,937,6,0,12.39,2018-08-31
28,2,0.2,955,6,0,12.39,2018-08-31
28,3,0.19,494,5,0,12.39,2018-08-31
8,4,0.15,415,10,0,12.39,2018-08-31
27,5,0.09,416,10,0,12.39,2018-08-31
26,6,0.17,973,1,0,12.39,2018-08-31
53,7,0.18,731,4,0,12.39,2018-08-31
7,8,0.22,60,3,0,12.39,2018-08-31
12,9,0.13,955,9,0,12.39,2018-08-31
27,10,0.19,406,10,0,12.39,2018-08-31
16,11,0.05,914,3,0,12.39,2018-08-31
12,12,0.14,621,1,0,12.39,2018-08-31
32,13,0.16,1005,10,0,12.39,2018-08-31
13,14,0.11,194,4,0,12.39,2018-08-31
26,15,0.1,152,7,0,12.39,2018-08-31
27,16,0.13,782,7,0,12.39,2018-08-31
5,17,0.12,315,9,0,12.39,2018-08-31
21,18,0.19,126,2,0,12.39,2018-08-31
6,19,0.16,580,10,0,12.39,2018-08-31
7,20,0.14,254,4,0,12.39,2018-08-31
22,21,0.13,680,5,0,12.39,2018-08-31
17,22,0.18,457,4,0,12.39,2018-08-31
20,23,0.15,88,7,0,12.39,2018-08-31
16,24,0.18,343,2,0,12.39,2018-08-31
4,25,0.18,421,4,0,12.39,2018-08-31
12,26,0.16,145,3,0,12.39,2018-08-31
29,27,0.19,837,8,0,12.39,2018-08-31
20,28,0.16,203,10,0,12.39,2018-08-31
7,29,0.16,751,8,0,12.39,2018-08-31
13,30,0.17,675,9,0,12.39,2018-08-31
41,31,0.11,812,4,0,12.39,2018-08-31
18,32,0.17,297,8,0,12.39,2018-08-31
7,33,0.13,777,8,0,12.39,2018-08-31
25,34,0.16,205,4,0,12.39,2018-08-31
8,35,0.17,739,3,0,12.39,2018-08-31
15,36,0.12,676,8,0,12.39,2018-08-31
21,37,0.19,352,9,0,12.39,2018-08-31
33,38,0.17,342,7,0,12.39,2018-08-31
30,39,0.16,572,3,0,12.39,2018-08-31
21,40,0.2,208,7,0,12.39,2018-08-31
3,41,0.14,871,7,0,12.39,2018-08-31
13,42,0.14,386,9,0,12.39,2018-08-31
10,43,0.16,189,10,0,12.39,2018-08-31
10,44,0.18,522,9,0,12.39,2018-08-31
31,45,0.1,825,7,0,12.39,2018-08-31
4,46,0.16,956,7,0,12.39,2018-08-31
23,47,0.16,521,10,0,12.39,2018-08-31
9,48,0.15,469,5,0,12.39,2018-08-31
13,49,0.14,256,9,0,12.39,2018-08-31
11,50,0.23,624,1,0,12.39,2018-08-31
3,51,0.16,679,10,0,12.39,2018-08-31
6,52,0.18,72,6,0,12.39,2018-08-31
74,53,0.16,172,4,0,12.39,2018-08-31
18,54,0.18,332,2,0,12.39,2018-08-31
25,55,0.15,871,3,0,12.39,2018-08-31
12,56,0.17,861,5,0,12.39,2018-08-31
10,57,0.17,530,6,0,12.39,2018-08-31
34,58,0.18,163,1,0,12.39,2018-08-31
0,59,0.13,715,1,0,12.39,2018-08-31
15,60,0.11,843,2,0,12.39,2018-08-31
14,61,0.14,81,9,0,12.39,2018-08-31
10,62,0.17,220,5,0,12.39,2018-08-31
24,63,0.2,506,4,0,12.39,2018-08-31
3,64,0.18,475,8,0,12.39,2018-08-31
24,65,0.16,438,10,0,12.39,2018-08-31
13,66,0.26,868,2,0,12.39,2018-08-31
5,67,0.09,257,1,0,12.39,2018-08-31
43,68,0.11,236,1,0,12.39,2018-08-31
6,69,0.19,783,9,0,12.39,2018-08-31
10,70,0.13,1039,7,0,12.39,2018-08-31
10,71,0.12,964,4,0,12.39,2018-08-31
7,72,0.14,68,5,0,12.39,2018-08-31
19,73,0.16,262,4,0,12.39,2018-08-31
27,74,0.19,596,4,0,12.39,2018-08-31
3,75,0.16,429,9,0,12.39,2018-08-31
25,76,0.14,107,6,0,12.39,2018-08-31
43,77,0.17,904,1,0,12.39,2018-08-31
25,78,0.17,933,6,0,12.39,2018-08-31
24,79,0.17,696,5,0,12.39,2018-08-31
21,80,0.15,147,2,0,12.39,2018-08-31
5,81,0.16,186,9,0,12.39,2018-08-31
3,82,0.18,330,1,0,12.39,2018-08-31
56,83,0.13,93,9,0,12.39,2018-08-31
34,84,0.11,266,3,0,12.39,2018-08-31
5,85,0.14,475,8,0,12.39,2018-08-31
4,86,0.15,215,7,0,12.39,2018-08-31
15,87,0.15,516,2,0,12.39,2018-08-31
27,88,0.21,454,7,0,12.39,2018-08-31
19,89,0.09,282,6,0,12.39,2018-08-31
13,90,0.18,643,4,0,12.39,2018-08-31
19,91,0.18,240,2,0,12.39,2018-08-31
8,92,0.09,689,4,0,12.39,2018-08-31
4,93,0.26,564,10,0,12.39,2018-08-31
8,94,0.12,350,5,0,12.39,2018-08-31
31,95,0.16,387,2,0,12.39,2018-08-31
25,96,0.21,472,5,0,12.39,2018-08-31
14,97,0.16,933,10,0,12.39,2018-08-31
18,98,0.18,320,8,0,12.39,2018-08-31
18,99,0.15,718,6,0,12.39,2018-08-31
18,100,0.19,569,2,0,12.39,2018-08-31
37,1,0.17,910,2,0,19.8,2018-09-01
21,2,0.17,931,2,0,19.8,2018-09-01
42,3,0.16,449,1,0,19.8,2018-09-01
10,4,0.12,401,9,0,19.8,2018-09-01
28,5,0.18,392,6,0,19.8,2018-09-01
27,6,0.14,942,1,0,19.8,2018-09-01
55,7,0.07,754,4,0,19.8,2018-09-01
12,8,0.18,54,8,0,19.8,2018-09-01
10,9,0.23,963,4,0,19.8,2018-09-01
25,10,0.19,415,2,0,19.8,2018-09-01
16,11,0.16,839,5,0,19.8,2018-09-01
6,12,0.11,636,5,0,19.8,2018-09-01
23,13,0.11,946,4,0,19.8,2018-09-01
6,14,0.18,214,1,0,19.8,2018-09-01
30,15,0.08,152,3,0,19.8,2018-09-01
22,16,0.18,781,1,0,19.8,2018-09-01
2,17,0.14,291,9,0,19.8,2018-09-01
23,18,0.19,119,2,0,19.8,2018-09-01
10,19,0.15,614,2,0,19.8,2018-09-01
17,20,0.14,320,10,0,19.8,2018-09-01
20,21,0.14,701,8,0,19.8,2018-09-01
28,22,0.18,483,9,0,19.8,2018-09-01
23,23,0.2,97,9,0,19.8,2018-09-01
16,24,0.12,371,1,0,19.8,2018-09-01
8,25,0.14,384,9,0,19.8,2018-09-01
10,26,0.17,138,2,0,19.8,2018-09-01
28,27,0.18,838,9,0,19.8,2018-09-01
12,28,0.09,220,5,0,19.8,2018-09-01
6,29,0.13,749,5,0,19.8,2018-09-01
22,30,0.14,656,2,0,19.8,2018-09-01
31,31,0.15,877,7,0,19.8,2018-09-01
17,32,0.14,280,1,0,19.8,2018-09-01
8,33,0.15,801,5,0,19.8,2018-09-01
8,34,0.09,191,8,0,19.8,2018-09-01
6,35,0.2,715,9,0,19.8,2018-09-01
9,36,0.16,653,8,0,19.8,2018-09-01
15,37,0.12,374,2,0,19.8,2018-09-01
36,38,0.15,338,8,0,19.8,2018-09-01
26,39,0.08,553,1,0,19.8,2018-09-01
11,40,0.16,243,2,0,19.8,2018-09-01
5,41,0.13,833,8,0,19.8,2018-09-01
11,42,0.17,427,10,0,19.8,2018-09-01
18,43,0.15,148,4,0,19.8,2018-09-01
8,44,0.17,508,8,0,19.8,2018-09-01
25,45,0.19,914,2,0,19.8,2018-09-01
3,46,0.13,968,1,0,19.8,2018-09-01
22,47,0.18,499,5,0,19.8,2018-09-01
2,48,0.14,413,8,0,19.8,2018-09-01
13,49,0.14,262,5,0,19.8,2018-09-01
9,50,0.16,628,4,0,19.8,2018-09-01
1,51,0.18,725,3,0,19.8,2018-09-01
5,52,0.1,98,3,0,19.8,2018-09-01
78,53,0.16,173,9,0,19.8,2018-09-01
21,54,0.16,328,9,0,19.8,2018-09-01
22,55,0.13,854,9,0,19.8,2018-09-01
15,56,0.13,897,4,0,19.8,2018-09-01
2,57,0.1,504,5,0,19.8,2018-09-01
39,58,0.09,216,10,0,19.8,2018-09-01
27,59,0.18,841,5,0,19.8,2018-09-01
21,60,0.13,873,4,0,19.8,2018-09-01
19,61,0.1,87,6,0,19.8,2018-09-01
13,62,0.18,242,4,0,19.8,2018-09-01
32,63,0.15,504,1,0,19.8,2018-09-01
1,64,0.14,454,2,0,19.8,2018-09-01
19,65,0.14,491,4,0,19.8,2018-09-01
6,66,0.16,808,6,0,19.8,2018-09-01
1,67,0.23,258,1,0,19.8,2018-09-01
26,68,0.19,216,8,0,19.8,2018-09-01
4,69,0.11,725,1,0,19.8,2018-09-01
11,70,0.17,927,4,0,19.8,2018-09-01
4,71,0.08,979,9,0,19.8,2018-09-01
6,72,0.11,70,10,0,19.8,2018-09-01
8,73,0.22,287,7,0,19.8,2018-09-01
29,74,0.12,565,4,0,19.8,2018-09-01
4,75,0.19,483,8,0,19.8,2018-09-01
27,76,0.15,90,6,0,19.8,2018-09-01
12,77,0.12,1017,2,0,19.8,2018-09-01
22,78,0.14,922,4,0,19.8,2018-09-01
20,79,0.14,693,5,0,19.8,2018-09-01
19,80,0.1,144,2,0,19.8,2018-09-01
7,81,0.14,180,5,0,19.8,2018-09-01
2,82,0.21,337,4,0,19.8,2018-09-01
57,83,0.13,87,7,0,19.8,2018-09-01
44,84,0.2,283,1,0,19.8,2018-09-01
5,85,0.13,514,3,0,19.8,2018-09-01
3,86,0.15,221,5,0,19.8,2018-09-01
13,87,0.18,540,1,0,19.8,2018-09-01
23,88,0.19,451,2,0,19.8,2018-09-01
33,89,0.16,270,7,0,19.8,2018-09-01
14,90,0.16,623,2,0,19.8,2018-09-01
14,91,0.16,212,9,0,19.8,2018-09-01
9,92,0.15,694,7,0,19.8,2018-09-01
10,93,0.17,562,8,0,19.8,2018-09-01
7,94,0.17,341,4,0,19.8,2018-09-01
30,95,0.16,386,9,0,19.8,2018-09-01
12,96,0.1,510,1,0,19.8,2018-09-01
13,97,0.14,934,3,0,19.8,2018-09-01
14,98,0.16,288,8,0,19.8,2018-09-01
17,99,0.17,744,8,0,19.8,2018-09-01
17,100,0.16,490,5,0,19.8,2018-09-01
27,1,0.16,949,3,0,25.56,2018-09-02
16,2,0.16,873,6,0,25.56,2018-09-02
41,3,0.16,460,1,0,25.56,2018-09-02
4,4,0.2,392,10,0,25.56,2018-09-02
29,5,0.17,409,4,0,25.56,2018-09-02
26,6,0.13,941,2,0,25.56,2018-09-02
56,7,0.2,695,2,0,25.56,2018-09-02
10,8,0.21,45,9,0,25.56,2018-09-02
12,9,0.18,960,5,0,25.56,2018-09-02
23,10,0.15,431,5,0,25.56,2018-09-02
13,11,0.18,866,4,0,25.56,2018-09-02
13,12,0.15,611,2,0,25.56,2018-09-02
17,13,0.15,906,2,0,25.56,2018-09-02
22,14,0.12,161,5,0,25.56,2018-09-02
9,15,0.21,147,2,0,25.56,2018-09-02
20,16,0.19,798,8,0,25.56,2018-09-02
5,17,0.17,329,1,0,25.56,2018-09-02
9,18,0.16,141,4,0,25.56,2018-09-02
7,19,0.27,673,2,0,25.56,2018-09-02
13,20,0.11,277,5,0,25.56,2018-09-02
16,21,0.15,724,2,0,25.56,2018-09-02
31,22,0.18,494,4,0,25.56,2018-09-02
22,23,0.15,95,4,0,25.56,2018-09-02
19,24,0.09,343,9,0,25.56,2018-09-02
8,25,0.14,375,3,0,25.56,2018-09-02
13,26,0.16,154,6,0,25.56,2018-09-02
27,27,0.16,860,9,0,25.56,2018-09-02
12,28,0.1,195,8,0,25.56,2018-09-02
8,29,0.13,778,8,0,25.56,2018-09-02
28,30,0.24,608,6,0,25.56,2018-09-02
29,31,0.16,859,5,0,25.56,2018-09-02
17,32,0.19,290,1,0,25.56,2018-09-02
11,33,0.17,804,8,0,25.56,2018-09-02
14,34,0.1,214,10,0,25.56,2018-09-02
8,35,0.19,730,6,0,25.56,2018-09-02
15,36,0.23,679,9,0,25.56,2018-09-02
18,37,0.15,363,8,0,25.56,2018-09-02
41,38,0.12,320,5,0,25.56,2018-09-02
30,39,0.23,542,2,0,25.56,2018-09-02
25,40,0.16,201,3,0,25.56,2018-09-02
4,41,0.11,832,8,0,25.56,2018-09-02
20,42,0.2,384,4,0,25.56,2018-09-02
11,43,0.12,187,2,0,25.56,2018-09-02
8,44,0.17,511,1,0,25.56,2018-09-02
29,45,0.18,854,3,0,25.56,2018-09-02
4,46,0.15,983,7,0,25.56,2018-09-02
22,47,0.19,549,9,0,25.56,2018-09-02
9,48,0.17,476,4,0,25.56,2018-09-02
11,49,0.18,272,3,0,25.56,2018-09-02
12,50,0.2,643,2,0,25.56,2018-09-02
5,51,0.13,653,7,0,25.56,2018-09-02
3,52,0.18,101,1,0,25.56,2018-09-02
78,53,0.19,183,3,0,25.56,2018-09-02
32,54,0.09,313,2,0,25.56,2018-09-02
22,55,0.2,874,9,0,25.56,2018-09-02
15,56,0.19,917,8,0,25.56,2018-09-02
12,57,0.21,525,10,0,25.56,2018-09-02
37,58,0.19,222,4,0,25.56,2018-09-02
22,59,0.1,852,9,0,25.56,2018-09-02
6,60,0.16,788,8,0,25.56,2018-09-02
5,61,0.18,64,6,0,25.56,2018-09-02
11,62,0.19,240,6,0,25.56,2018-09-02
30,63,0.15,523,4,0,25.56,2018-09-02
3,64,0.18,459,6,0,25.56,2018-09-02
18,65,0.13,498,6,0,25.56,2018-09-02
7,66,0.14,838,1,0,25.56,2018-09-02
5,67,0.14,230,1,0,25.56,2018-09-02
35,68,0.16,228,6,0,25.56,2018-09-02
4,69,0.15,769,8,0,25.56,2018-09-02
8,70,0.15,907,9,0,25.56,2018-09-02
12,71,0.13,962,3,0,25.56,2018-09-02
7,72,0.15,68,3,0,25.56,2018-09-02
14,73,0.2,268,8,0,25.56,2018-09-02
27,74,0.15,566,6,0,25.56,2018-09-02
3,75,0.16,466,1,0,25.56,2018-09-02
30,76,0.18,101,1,0,25.56,2018-09-02
46,77,0.11,924,3,0,25.56,2018-09-02
29,78,0.19,932,10,0,25.56,2018-09-02
17,79,0.13,694,1,0,25.56,2018-09-02
32,80,0.2,157,7,0,25.56,2018-09-02
14,81,0.15,150,4,0,25.56,2018-09-02
0,82,0.22,310,9,0,25.56,2018-09-02
50,83,0.18,89,10,0,25.56,2018-09-02
33,84,0.09,248,2,0,25.56,2018-09-02
6,85,0.18,467,9,0,25.56,2018-09-02
2,86,0.18,245,3,0,25.56,2018-09-02
16,87,0.14,511,4,0,25.56,2018-09-02
20,88,0.19,424,2,0,25.56,2018-09-02
25,89,0.2,295,1,0,25.56,2018-09-02
12,90,0.19,634,5,0,25.56,2018-09-02
21,91,0.15,254,8,0,25.56,2018-09-02
10,92,0.19,671,9,0,25.56,2018-09-02
